"source","EpiWeek","DateMin","DateMax","State","Lat","Lon","SuspCases","ProbCases","ConfCases","ConfDeaths","CFR","ConfCasesHCW"
"https://ncdc.gov.ng/data",3,2016-01-18,2016-01-24,"Taraba",8.0555711,9.181155,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",3,2016-01-18,2016-01-24,"Gombe",10.4034568,9.8546482,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",3,2016-01-18,2016-01-24,"Plateau",9.3712374,8.2770731,0,0,4,0,"0.0",0
"https://ncdc.gov.ng/data",3,2016-01-18,2016-01-24,"Nasarawa",8.5454849,6.9563055,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",3,2016-01-18,2016-01-24,"FCT",9,7,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",3,2016-01-18,2016-01-24,"Oyo",8.132077,2.3031879,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",3,2016-01-18,2016-01-24,"Osun",7.5376254,3.8957604,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",3,2016-01-18,2016-01-24,"Lagos",6.5480282,3.1191439,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",3,2016-01-18,2016-01-24,"Edo",6.6671488,4.5445493,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"Taraba",8.0555711,9.181155,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"Bauchi",10.3129773,9.8015685,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"Plateau",9.3712374,8.2770731,0,0,3,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"Nasarawa",8.5454849,6.9563055,0,0,5,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"FCT",9,7,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"Imo",5.5666499,6.7060094,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"Edo",6.6671488,4.5445493,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"Ondo",6.8172006,3.8703398,0,0,4,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"Ogun",7.1160638,2.9905537,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",4,2016-01-25,2016-01-31,"Lagos",6.5480282,3.1191439,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",5,2016-02-01,2016-02-07,"Edo",6.6671488,4.5445493,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",5,2016-02-01,2016-02-07,"Nasarawa",8.5454849,6.9563055,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",5,2016-02-01,2016-02-07,"Kano",11.9907744,8.4547185,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",6,2016-02-08,2016-02-14,"Ogun",7.1160638,2.9905537,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",6,2016-02-08,2016-02-14,"Edo",6.6671488,4.5445493,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",6,2016-02-08,2016-02-14,"Nasarawa",8.5454849,6.9563055,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",6,2016-02-08,2016-02-14,"Plateau",9.3712374,8.2770731,0,0,5,0,"0.0",0
"https://ncdc.gov.ng/data",6,2016-02-08,2016-02-14,"Bauchi",10.3129773,9.8015685,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",7,2016-02-15,2016-02-21,"Ebonyi",6.2420527,7.3206392,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",8,2016-02-22,2016-02-28,"Nasarawa",8.5454849,6.9563055,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",8,2016-02-22,2016-02-28,"Plateau",9.3712374,8.2770731,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",9,2016-02-29,2016-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",10,2016-03-07,2016-03-13,"Taraba",8.0555711,9.181155,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",10,2016-03-07,2016-03-13,"Plateau",9.3712374,8.2770731,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",11,2016-03-14,2016-03-20,"Nasarawa",8.5454849,6.9563055,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",11,2016-03-14,2016-03-20,"Taraba",8.0555711,9.181155,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",12,2016-03-21,2016-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",13,2016-03-28,2016-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",14,2016-04-04,2016-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",15,2016-04-11,2016-04-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",16,2016-04-18,2016-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",17,2016-04-25,2016-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",18,2016-05-02,2016-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",19,2016-05-09,2016-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",20,2016-05-16,2016-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",21,2016-05-23,2016-05-29,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",22,2016-05-30,2016-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",23,2016-06-06,2016-06-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",24,2016-06-13,2016-06-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",25,2016-06-20,2016-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",26,2016-06-27,2016-07-03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",27,2016-07-04,2016-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",28,2016-07-11,2016-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",29,2016-07-18,2016-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",30,2016-07-25,2016-07-31,"Nasarawa",8.5454849,6.9563055,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",30,2016-07-25,2016-07-31,"Plateau",9.3712374,8.2770731,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",31,2016-08-01,2016-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",32,2016-08-08,2016-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",33,2016-08-15,2016-08-21,"Plateau",9.3712374,8.2770731,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",34,2016-08-22,2016-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",35,2016-08-29,2016-09-04,"Plateau",9.3712374,8.2770731,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",35,2016-08-29,2016-09-04,"Bauchi",10.3129773,9.8015685,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",36,2016-09-05,2016-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",37,2016-09-12,2016-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",38,2016-09-19,2016-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",39,2016-09-26,2016-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",40,2016-10-03,2016-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",41,2016-10-10,2016-10-16,"Bauchi",10.3129773,9.8015685,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",42,2016-10-17,2016-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",43,2016-10-24,2016-10-30,"Bauchi",10.3129773,9.8015685,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",44,2016-10-31,2016-11-06,"Nasarawa",8.5454849,6.9563055,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",45,2016-11-07,2016-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",46,2016-11-14,2016-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",47,2016-11-21,2016-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",48,2016-11-28,2016-12-04,"Bauchi",10.3129773,9.8015685,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",49,2016-12-05,2016-12-11,"Bauchi",10.3129773,9.8015685,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",50,2016-12-12,2016-12-18,"Bauchi",10.3129773,9.8015685,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",51,2016-12-19,2016-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://ncdc.gov.ng/data",52,2016-12-26,2017-01-01,"Rivers",5.0212501,6.3385668,0,0,1,0,"0.0",0
"https://ncdc.gov.ng/data",52,2016-12-26,2017-01-01,"Nasarawa",8.5454849,6.9563055,0,0,2,0,"0.0",0
"https://ncdc.gov.ng/data",52,2016-12-26,2017-01-01,"Taraba",8.0555711,9.181155,0,0,1,0,"0.0",0
