"source","EpiWeek","DateMin","DateMax","SuspCases","ProbCases","ConfCases","ConfDeaths","CFR"
"https://ncdc.gov.ng/data",7,2016-02-15,2016-05-22,0,0,1,0,"0.0"
"https://ncdc.gov.ng/data",8,2016-02-22,2016-05-29,0,0,3,0,"0.0"
"https://ncdc.gov.ng/data",9,2016-02-29,2016-06-05,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",10,2016-03-07,2016-06-12,0,0,2,0,"0.0"
"https://ncdc.gov.ng/data",11,2016-03-14,2016-06-19,0,0,3,0,"0.0"
"https://ncdc.gov.ng/data",12,2016-03-21,2016-06-26,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",13,2016-03-28,2016-07-03,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",14,2016-04-04,2016-07-10,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",15,2016-04-11,2016-07-17,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",16,2016-04-18,2016-07-24,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",17,2016-04-25,2016-07-31,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",18,2016-05-02,2016-08-07,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",19,2016-05-09,2016-08-14,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",20,2016-05-16,2016-08-21,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",21,2016-05-23,2016-08-28,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",22,2016-05-30,2016-09-04,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",23,2016-06-06,2016-09-11,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",24,2016-06-13,2016-09-18,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",25,2016-06-20,2016-09-25,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",26,2016-06-27,2016-10-02,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",27,2016-07-04,2016-10-09,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",28,2016-07-11,2016-10-16,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",29,2016-07-18,2016-10-23,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",30,2016-07-25,2016-10-30,0,0,2,0,"0.0"
"https://ncdc.gov.ng/data",31,2016-08-01,2016-11-06,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",32,2016-08-08,2016-11-13,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",33,2016-08-15,2016-11-20,0,0,1,0,"0.0"
"https://ncdc.gov.ng/data",34,2016-08-22,2016-11-27,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",35,2016-08-29,2016-12-04,0,0,2,0,"0.0"
"https://ncdc.gov.ng/data",36,2016-09-05,2016-12-11,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",37,2016-09-12,2016-12-18,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",38,2016-09-19,2016-12-25,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",39,2016-09-26,2017-01-01,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",40,2016-10-03,2017-01-08,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",41,2016-10-10,2017-01-15,0,0,2,0,"0.0"
"https://ncdc.gov.ng/data",42,2016-10-17,2017-01-22,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",43,2016-10-24,2017-01-29,0,0,1,0,"0.0"
"https://ncdc.gov.ng/data",44,2016-10-31,2017-02-05,0,0,1,0,"0.0"
"https://ncdc.gov.ng/data",45,2016-11-07,2017-02-12,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",46,2016-11-14,2017-02-19,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",47,2016-11-21,2017-02-26,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",48,2016-11-28,2017-03-05,0,0,2,0,"0.0"
"https://ncdc.gov.ng/data",49,2016-12-05,2017-03-12,0,0,1,0,"0.0"
"https://ncdc.gov.ng/data",50,2016-12-12,2017-03-19,0,0,1,0,"0.0"
"https://ncdc.gov.ng/data",51,2016-12-19,2017-03-26,0,0,0,0,"0.0"
"https://ncdc.gov.ng/data",52,2016-12-26,2017-04-02,0,0,4,0,"0.0"
NA,1,2017-01-02,2017-01-08,NA,NA,NA,NA,NA
NA,2,2017-01-09,2017-01-15,NA,NA,NA,NA,NA
NA,3,2017-01-16,2017-01-22,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_02.pdf",4,2017-01-23,2017-01-29,19,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_03.pdf",5,2017-01-30,2017-02-05,69,0,7,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_04.pdf",6,2017-02-06,2017-02-12,12,0,9,2,"22.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_05.pdf",7,2017-02-13,2017-02-19,15,0,10,6,"60.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_06.pdf",8,2017-02-20,2017-02-26,15,0,6,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_07.pdf",9,2017-02-27,2017-03-05,7,0,4,2,"50.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_08.pdf",10,2017-03-06,2017-03-12,7,0,18,0,"0.0"
NA,11,2017-03-13,2017-03-19,NA,NA,NA,NA,NA
NA,12,2017-03-20,2017-03-26,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_11.pdf",13,2017-03-27,2017-04-02,6,0,9,2,"22.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_11-2.pdf",14,2017-04-03,2017-04-09,9,0,1,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_13.pdf",15,2017-04-10,2017-04-16,3,0,9,0,"0.0"
NA,16,2017-04-17,2017-04-23,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_15.pdf",17,2017-04-24,2017-04-30,10,0,0,1,NA
NA,18,2017-05-01,2017-05-07,NA,NA,NA,NA,NA
NA,19,2017-05-08,2017-05-14,NA,NA,NA,NA,NA
NA,20,2017-05-15,2017-05-21,NA,NA,NA,NA,NA
NA,21,2017-05-22,2017-05-28,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_20.pdf",22,2017-05-29,2017-06-04,0,0,0,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_21.pdf",23,2017-06-05,2017-06-11,1,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_22.pdf",24,2017-06-12,2017-06-18,4,0,2,0,"0.0"
NA,25,2017-06-19,2017-06-25,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_24.pdf",26,2017-06-26,2017-07-02,4,0,3,1,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_25.pdf",27,2017-07-03,2017-07-09,13,0,5,2,"40.0"
NA,28,2017-07-10,2017-07-16,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_27.pdf",29,2017-07-17,2017-07-23,8,0,4,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_28.pdf",30,2017-07-24,2017-07-30,13,0,8,2,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_29.pdf",31,2017-07-31,2017-08-06,3,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_30.pdf",32,2017-08-07,2017-08-13,11,0,10,1,"10.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_31.pdf",33,2017-08-14,2017-08-20,48,0,6,1,"16.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_32.pdf",34,2017-08-21,2017-08-27,10,0,14,2,"14.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_33.pdf",35,2017-08-28,2017-09-03,1,0,2,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_34.pdf",36,2017-09-04,2017-09-10,24,0,7,2,"28.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_35.pdf",37,2017-09-11,2017-09-17,0,0,2,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_36.pdf",38,2017-09-18,2017-09-24,8,0,3,1,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_37.pdf",39,2017-09-25,2017-10-01,2,0,3,0,"0.0"
NA,40,2017-10-02,2017-10-08,NA,NA,NA,NA,NA
NA,41,2017-10-09,2017-10-15,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_40.pdf",42,2017-10-16,2017-10-22,0,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_41.pdf",43,2017-10-23,2017-10-29,5,0,3,1,"33.3"
NA,44,2017-10-30,2017-11-05,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_43.pdf",45,2017-11-06,2017-11-12,0,0,2,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_44.pdf",46,2017-11-13,2017-11-19,32,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_45.pdf",47,2017-11-20,2017-11-26,23,0,2,2,"100.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_46.pdf",48,2017-11-27,2017-12-03,4,0,8,2,"25.0"
NA,49,2017-12-04,2017-12-10,NA,NA,NA,NA,NA
NA,50,2017-12-11,2017-12-17,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2017/Lassa_2017_49.pdf",51,2017-12-18,2017-12-24,0,0,8,0,"0.0"
NA,52,2017-12-25,2017-12-31,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_02.pdf",1,2018-01-01,2018-01-07,32,0,5,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_03.pdf",2,2018-01-08,2018-01-14,24,1,17,3,"17.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_04.pdf",3,2018-01-15,2018-01-21,51,2,34,14,"41.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_05.pdf",4,2018-01-22,2018-01-28,190,0,15,2,"13.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_06.pdf",5,2018-01-29,2018-02-04,152,0,17,9,"52.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_07.pdf",6,2018-02-05,2018-02-11,166,1,19,6,"31.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_08.pdf",7,2018-02-12,2018-02-18,298,1,68,4,"5.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_09.pdf",8,2018-02-19,2018-02-25,168,3,54,10,"18.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_10.pdf",9,2018-02-26,2018-03-04,40,0,35,7,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_11.pdf",10,2018-03-05,2018-03-11,265,1,20,4,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_12.pdf",11,2018-03-12,2018-03-18,109,0,9,3,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_13.pdf",12,2018-03-19,2018-03-25,118,0,18,6,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_14.pdf",13,2018-03-26,2018-04-01,93,0,6,2,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_15.pdf",14,2018-04-02,2018-04-08,75,0,8,3,"37.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_16.pdf",15,2018-04-09,2018-04-15,68,0,5,3,"60.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_17.pdf",16,2018-04-16,2018-04-22,16,0,1,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_18.pdf",17,2018-04-23,2018-04-29,13,1,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_19.pdf",18,2018-04-30,2018-05-06,16,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_20.pdf",19,2018-05-07,2018-05-13,20,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_21.pdf",20,2018-05-14,2018-05-20,26,0,3,1,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_22.pdf",21,2018-05-21,2018-05-27,28,0,0,0,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_23.pdf",22,2018-05-28,2018-06-03,14,0,1,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_24.pdf",23,2018-06-04,2018-06-10,17,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_25.pdf",24,2018-06-11,2018-06-17,23,0,1,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_26.pdf",25,2018-06-18,2018-06-24,20,0,6,2,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_27.pdf",26,2018-06-25,2018-07-01,45,0,2,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_28.pdf",27,2018-07-02,2018-07-08,28,0,7,3,"42.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_29.pdf",28,2018-07-09,2018-07-15,86,0,6,1,"16.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_30.pdf",29,2018-07-16,2018-07-22,37,0,6,3,"50.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_31.pdf",30,2018-07-23,2018-07-29,53,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_32.pdf",31,2018-07-30,2018-08-05,43,0,9,2,"22.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_33.pdf",32,2018-08-06,2018-08-12,44,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_34.pdf",33,2018-08-13,2018-08-19,17,0,3,2,"66.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_35.pdf",34,2018-08-20,2018-08-26,39,0,3,2,"66.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_36.pdf",35,2018-08-27,2018-09-02,32,0,5,1,"20.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_37.pdf",36,2018-09-03,2018-09-09,49,0,7,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_38.pdf",37,2018-09-10,2018-09-16,44,0,2,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_39.pdf",38,2018-09-17,2018-09-23,17,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_40.pdf",39,2018-09-24,2018-09-30,47,0,4,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_41.pdf",40,2018-10-01,2018-10-07,25,5,9,1,"11.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_42.pdf",41,2018-10-08,2018-10-14,58,1,13,2,"15.4"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_43.pdf",42,2018-10-15,2018-10-21,55,0,3,2,"66.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_44.pdf",43,2018-10-22,2018-10-28,73,1,9,2,"22.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_45.pdf",44,2018-10-29,2018-11-04,116,0,5,2,"40.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_46.pdf",45,2018-11-05,2018-11-11,66,0,5,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_47.pdf",46,2018-11-12,2018-11-18,70,0,3,1,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_48.pdf",47,2018-11-19,2018-11-25,56,0,6,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_49.pdf",48,2018-11-26,2018-12-02,87,0,13,3,"23.1"
NA,49,2018-12-03,2018-12-09,NA,NA,NA,NA,NA
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_50.pdf",50,2018-12-10,2018-12-16,125,2,20,8,"40.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_51.pdf",51,2018-12-17,2018-12-23,87,0,14,7,"50.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2018/Lassa_2018_52.pdf",52,2018-12-24,2018-12-30,57,1,22,5,"22.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_01.pdf",1,2018-12-31,2019-01-06,57,0,25,7,"28.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_02.pdf",2,2019-01-07,2019-01-13,115,0,35,8,"22.9"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_03.pdf",3,2019-01-14,2019-01-20,205,0,74,12,"16.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_04.pdf",4,2019-01-21,2019-01-27,161,2,77,11,"14.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_05.pdf",5,2019-01-28,2019-02-03,193,1,68,14,"20.6"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_06.pdf",6,2019-02-04,2019-02-10,216,0,37,10,"27.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_07.pdf",7,2019-02-11,2019-02-17,192,0,25,6,"24.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_08.pdf",8,2019-02-18,2019-02-24,110,12,23,6,"26.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_09.pdf",9,2019-02-25,2019-03-03,125,0,39,8,"20.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_10.pdf",10,2019-03-04,2019-03-10,378,0,52,11,"21.2"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_11.pdf",11,2019-03-11,2019-03-17,49,0,23,4,"17.4"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_12.pdf",12,2019-03-18,2019-03-24,123,0,15,5,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_13.pdf",13,2019-03-25,2019-03-31,110,0,16,2,"12.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_14.pdf",14,2019-04-01,2019-04-07,99,0,11,1,"9.1"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_15.pdf",15,2019-04-08,2019-04-14,84,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_16.pdf",16,2019-04-15,2019-04-21,72,0,6,1,"16.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_17.pdf",17,2019-04-22,2019-04-28,34,0,8,1,"12.5"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_18.pdf",18,2019-04-29,2019-05-05,51,0,11,4,"36.4"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_19.pdf",19,2019-05-06,2019-05-12,52,0,4,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_20.pdf",20,2019-05-13,2019-05-19,78,0,6,1,"16.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_21.pdf",21,2019-05-20,2019-05-26,78,0,3,0,"0.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_22.pdf",22,2019-05-27,2019-06-02,57,0,3,1,"33.3"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_23.pdf",23,2019-06-03,2019-06-09,60,0,6,1,"16.7"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_24.pdf",24,2019-06-10,2019-06-16,64,0,4,1,"25.0"
"https://github.com/fbranda/lassa-fever/blob/main/bulletins/2019/Lassa_2019_25.pdf",25,2019-06-17,2019-06-23,70,2,10,3,"30.0"
